Region,Subregion,Locality,Place,CollectingArea,Member,Formation,Order,Family,Subfamily,Tribe,GenusQualifier,Genus,SpeciesQualifier,Species,Subspecies,min_ma,max_ma,n_species,Delete
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,East,Il Dura,14,14,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Tulu Bor,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,2.64,3.44,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,12,12,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6A,6,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8A,8,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8B,8,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8,8,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,11,11,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.36,1.53,NA,NA
West,West,Kalakodo,KK,NA,Kalochoro,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.87,2.33,NA,NA
West,West,Kalochoro I,KL1,NA,Natoo,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.3,1.61,NA,NA
West,West,Kalochoro IV,KL4,NA,Lokalalei,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,2.33,2.53,NA,NA
West,West,Kangaki I,KG1,NA,Kalochoro,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.87,2.33,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
West,West,Kokiselei I,KS1,NA,Kaitio,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.61,1.87,NA,NA
East,Koobi Fora Ridge,Koobi Fora,101,101,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.36,1.53,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
West,West,Lokalalei I,LA1,NA,Kalochoro,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.87,2.33,NA,NA
West,West,Naiyena Engol IV,NY4,NA,Natoo,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.3,1.61,NA,NA
East,NA,NA,NA,NA,Upper Burgi,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,cf.,ethiopicum,NA,1.88,1.98,NA,NA
East,Bura Hasuma,Bura Hasuma,121,121,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,indet.,sp,NA,1.53,1.88,NA,NA
West,West,Eshoa Kakurongori,EG,NA,Lomekwi,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,2.52,3.44,NA,NA
East,Ileret,Ileret,6,6,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,7A,7A,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8A,8A,Okote,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,1.36,1.53,NA,NA
West,West,Kaiyumung,Kaiyumung,NA,Kaiyumung,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,3,3.9,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,1.53,1.88,NA,NA
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,3.07,3.44,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,4.25,4.9,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,small,sp,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,5.3,6.54,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,NA,NA,NA,NA
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp,NA,2.64,3.44,NA,NA
East,East,Il Dura,15,15,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp.,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,7A,7,Chari,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp.,NA,0.75,1.36,NA,NA
East,Karari Ridge,Karari Ridge,131,131,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp.,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIII,NA,KBS,Koobi Fora,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hipparion,NA,sp.,NA,1.53,1.88,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Perissodactyla,Equidae,Equinae,Hipparionini,NA,Hippotherium,cf.,primigenium,NA,6.54,7.44,NA,NA
East,Il Naibar,Il Naibar Lowlands,116,116,Tulu Bor,Koobi Fora,Perissodactyla,Equidae,NA,NA,NA,gen,NA,sp,NA,2.64,3.44,NA,1
West,West,Lothagam,LT,NA,Apak,Nachukui,Perissodactyla,Rhinocerotidae,Aceratheriinae,Teleoceratini,NA,Brachypotherium,NA,lewisi,NA,4.25,4.9,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Perissodactyla,Rhinocerotidae,Aceratheriinae,Teleoceratini,NA,Brachypotherium,NA,lewisi,NA,6.54,7.44,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Perissodactyla,Rhinocerotidae,Aceratheriinae,Teleoceratini,NA,Brachypotherium,NA,lewisi,NA,5.3,6.54,NA,NA
West,West,Eshoa Kakurongori,EG,NA,Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,mauritanicum,NA,2.52,3.44,NA,NA
East,Ileret,Ileret,8A,8A,Okote,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,mauritanicum,NA,1.36,1.53,NA,NA
West,West,Lomekwi,NA,NA,Nachukui,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,mauritanicum,NA,NA,NA,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,cf,mauritanicum,NA,NA,NA,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,East,Il Dura,14,14,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,8,8,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6A,6,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,8B,8,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1A,1A,Okote,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,12,12,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.88,1.98,NA,NA
West,West,Kaitio I,KI1,NA,Nariokotome,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,0.75,1.3,NA,NA
West,West,Kalochoro VI,KL6,NA,Kaitio,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.61,1.87,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,130,130,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,105,105,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,106,106,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIIB,NA,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIII,NA,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.36,1.53,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,100,100,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.88,1.98,NA,NA
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,2.33,2.53,NA,NA
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,3.07,3.44,NA,NA
West,West,Lomekwi V,LO5,NA,Lower Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,3.07,3.44,NA,NA
West,West,Loruth Kaado IV,LK4,NA,Kaitio,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.61,1.87,NA,NA
West,West,Nachukui I,NC1,NA,Nariokotome,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,0.75,1.3,NA,NA
West,West,Naiyena Engol II,NY2,NA,Kaitio,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.61,1.87,NA,NA
West,West,Naiyena Engol III,NY3,NA,Kaitio,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,simum,NA,1.61,1.87,NA,NA
East,Ileret,Ileret,8A,8A,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,sp,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,6A,6A,Okote,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,cf.,Ceratotherium,NA,sp,NA,1.36,1.53,NA,NA
West,West,Lomekwi X,LO10,NA,Middle Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Ceratotherium,NA,sp,NA,2.58,3.07,NA,NA
East,Ileret,Ileret,8A,8A,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,cf.,Ceratotherium/Diceros,NA,sp,NA,1.53,1.88,NA,1
East,Bura Hasuma,Bura Hasuma,119,119,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
East,Bura Hasuma,Bura Hasuma,123,123,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
East,Il Naibar,Il Naibar Lowlands,117,117,Lokochot-Tulu Bor,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,2.64,3.6,NA,NA
East,Ileret,Ileret,1A,1,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIIB,NA,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.53,1.88,NA,NA
West,West,Lomekwi III,LO3,NA,Lokalalei,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,2.33,2.53,NA,NA
West,West,Lomekwi IV,LO4,NA,Lower Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,3.07,3.44,NA,NA
West,West,Lomekwi V,LO5,NA,Lower Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,3.07,3.44,NA,NA
West,West,Lomekwi X,LO10,NA,Middle Lomekwi,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,2.58,3.07,NA,NA
West,West,Loruth Kaado IV,LK4,NA,Kaitio,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,1.61,1.87,NA,NA
West,West,Lothagam,LT,NA,Apak,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,4.25,4.9,NA,NA
West,West,Lothagam,LT-K,NA,Upper Nawata,Nawata,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,5.3,6.54,NA,NA
West,West,Nachukui II,NC2,NA,Nariokotome,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,bicornis,NA,0.75,1.3,NA,NA
West,West,Kaiyumung,Kaiyumung,NA,Kaiyumung,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,3,3.9,NA,NA
West,West,Lomekwi,NA,NA,Nachukui,Nachukui,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,NA,NA,NA,NA
West,West,Lothagam,LT-J,NA,Lower Nawata,Nawata,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,6.54,7.44,NA,NA
East,Sibilot,Sibilot,250,250,Moiti-Lokochot,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,Diceros,NA,praecox,NA,3.44,3.97,NA,NA
East,Ileret,Ileret,10,10,Upper Burgi,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,cf.,Diceros,NA,sp,NA,1.88,1.98,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,cf.,Diceros,NA,sp,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora,KFIIB,NA,KBS,Koobi Fora,Perissodactyla,Rhinocerotidae,Rhinocerotinae,Dicerotini,NA,gen,NA,sp,NA,1.53,1.88,NA,1
East,Karari Ridge,Karari Ridge,105,105,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Cercopithecus,indet.,a,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,102,102,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Cercopithecus,indet.,a,NA,1.53,1.88,NA,NA
East,Sibilot,Sibilot,203,203,Tulu Bor,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Cercopithecini,NA,Cercopithecus,indet.,b,NA,2.64,3.44,NA,NA
East,Karari Ridge,Karari Ridge,130A,130,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,NA,gen,indet.,sp,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,104,104,Upper Burgi-KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,indet.,gen,indet.,sp,NA,1.53,1.98,NA,NA
East,NA,NA,8?,8?,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,NA,gen,NA,sp,NA,1.36,1.53,NA,NA
East,NA,NA,30,30,Upper Burgi,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,indet.,gen,indet.,sp,NA,1.88,1.98,NA,NA
East,NA,NA,30,30,Upper Burgi-KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,indet.,gen,indet.,sp,NA,1.53,1.98,NA,NA
East,NA,NA,NA,NA,Upper Burgi-KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,NA,indet.,gen,indet.,sp,NA,1.53,1.98,NA,NA
East,Ileret,Ileret,8,8,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Cercocebus,NA,sp,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,6A,6A,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Cercocebus,NA,sp,NA,1.36,1.53,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Cercocebus,NA,sp,NA,1.36,1.53,NA,NA
East,Bura Hasuma,Bura Hasuma,119,119,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.53,1.88,NA,NA
East,Ileret,Ileret,1,1,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,3,3,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,6,6,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8,8,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,1A,1,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,6A,6,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8A,8A,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.53,1.88,NA,NA
East,Koobi Fora Ridge,Koobi Fora Ridge,103,103,Okote,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,cf.,albigena,NA,1.36,1.53,NA,NA
East,Ileret,Ileret,8A,8A,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,cf.,Lophocebus,NA,sp,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,130,130,Upper Burgi,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Lophocebus,NA,sp,NA,1.88,1.98,NA,NA
West,West,Nakoret,NO,NA,NA,NA,Primates,Cercopithecidae,Cercopithecinae,Papionini,cf,Lophocebus,NA,sp,NA,NA,NA,NA,NA
East,NA,NA,NA,Ileret,Upper Burgi,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Papio,NA,sp,NA,1.88,1.98,NA,NA
East,Ileret,Ileret,10,10,KBS,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Parapapio,indet.,a,NA,1.53,1.88,NA,NA
East,Karari Ridge,Karari Ridge,129,129,Upper Burgi,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Parapapio,indet.,a,NA,1.88,1.98,NA,NA
East,Karari Ridge,Karari Ridge,131,131,Upper Burgi,Koobi Fora,Primates,Cercopithecidae,Cercopithecinae,Papionini,NA,Parapapio,indet.,a,NA,1.88,1.98,NA,1
